Comments,Sentiment
"should do a under cover report on the amazon fulfilment centres in the UK, the i worked at was a nightmare, people camped out at the bottom of the carpark so they arent late for their shifts or the get a roasting, unrealistic targets that you get roasted for if you fail to hit them. you get roasted if you spend to long looking to place an item in a item shelf because when it empty and you scan it to place the item it tells you no so you have to spend ages looking for a shelf that lets you place a item on it.",Negative
"One of my mate had to verify his age for a pizza cutter, yet they say these knife didnt require age verification? Bullshit",Negative
"Personally I think we're too spoiled in this country - those conditions are nirvana compared to how some work around the world, and even here in the UK. Amazon still suck and they need to put some of their ludicrous profit into paying their staff better, but it could be a lot worse. Try landscape gardening in summer if you want your back and feet hurting, or working on an oil rig, or going out to sea on a trawler - back breaking jobs all of them, and that's not even mentioning vocations that take a toll on your mental health like being a social worker, or jobs where your safety is at risk on a daily basis like a copper, fireman or prison warden.

I'd happily do 10 hours in an Amazon factory over quite a few jobs I did in the '90s for the grand old sum of £1 an hour. The way this doc goes on you'd think it was some sweat shop where people are living, sleeping briefly and then doing 16-20 hours a day under duress.

It's bad, but have some context. There's billions of people on this planet doing harder work in worse conditions for a pittance - ironically enough, most of the stuff they're producing and manufacturing will be going through these warehouses on their way to people's homes.

Definitely a first world issue - these folk will be earning at least £400 a week for this 'nightmare job' - that's the annual salary for some, and judging by the accents of a lot of the people, they're from such countries originally. They could always take their back problems back there and see if there's a NHS equivalent available for free to fix it?

I bet the people of Gaza right now would swap places with these poor souls having to do a hard day's work for a decent wage so they can go home to their decent home in a country they're not even born in yet welcome them - that's a far cry from being in an open prison, getting bombed and having all your utilities turned off ain't it.

Again, we're too soft in this country. You could show this video in countries like China, Nigeria, North Korea etc and the people would be in hysterics at how 'bad' the conditions are.",Negative
Brilliant documentary.  Amazon are absolutely immoral.,Positive
The host working from catfish uk to undercover to amazon keep up the amazing work,Positive
"9 mins in, looks interesting,  but could do without the lame attempts at humour",Positive
advert inbetween was..... amazon!! oh the irony,Neutral
Ive worked in warehouse most of my life they are all shit not just Amazon.,Negative
"I knew this would be good with Oobah's shenanigans, but this surpassed my expectations. What a fantastic film. Very, very well done guys",Positive
Idk if you want a lovely relaxing job don’t apply for warehouse positions lol,Positive
"This video almost made my alexa buy a fucking £75 knife set, i had to jump up and turn alexa off and remove the item from my basket.. wtf",Negative
I work here lol it's a good place to work compared to other warehouses,Positive
Maybe dont send the recognisable host? Might be an idea.,Neutral
CHINA,Neutral
Missing here that you didn't get Colin the Lawyer to drink a big gulp of driver RELEASE.,Negative
they should call it downwise,Neutral
Back hurts from standing try being a scaffolder,Negative
Get a donkey manager and say get in that lorry for a shift and see what it feels like,Positive
"You could have at least beeped out when someone said ""Alexa."" 🙄 I have a box under the TV that I use to stream TV shows completely legally (coughsplutterdead) and you set her off and I had to shout at her to stop. More than once. Yes it sucks that people who choose to apply for and stay in a job they aren't happy in also choose to urinate in bottles and then litter them all over the sides of roads, but that's not Amazon's fault. People are welcome to find better jobs or make better choices for themselves and their own lives if they're not satisfied. And all courier companies are the same. As for the children ordering via an adult account that would then be delivered to an adult, they're not Amazon's kids to look after. Parents should be making sure their kids aren't ordering things, it's pretty basic parenting. The tax thing is unforgivable no matter how you look at it though.",Positive
